no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_status
2,1,0,2300000,5000000,16,588,14000000,0
3,0,1,7700000,22300000,20,895,68500000,0
0,1,1,9300000,29400000,10,351,72900000,1
5,1,0,5900000,16400000,12,891,44900000,0
5,1,1,1900000,4900000,4,442,12000000,1
0,1,0,6900000,19500000,20,686,33600000,0
4,0,1,2100000,8200000,20,432,13500000,1
0,1,0,8200000,20900000,14,766,47200000,0
4,1,0,7700000,17200000,6,561,33200000,0
5,1,0,7700000,19000000,2,539,51900000,1
1,0,0,700000,1400000,6,759,4800000,0
5,0,0,7100000,18200000,8,750,55000000,0
2,0,0,3900000,13600000,10,373,24600000,1
1,1,1,5200000,20500000,10,407,26500000,1
4,1,0,5500000,20200000,14,611,41700000,0
3,0,0,2600000,6300000,10,783,18000000,0
0,1,1,7300000,24000000,18,651,40800000,0
3,0,0,8700000,31100000,16,760,26300000,1
3,0,0,9000000,22700000,16,793,64500000,0
4,0,0,400000,800000,16,685,2700000,0
2,1,1,3300000,10700000,8,806,22700000,0
1,1,0,6300000,17800000,12,770,29200000,0
0,1,0,7000000,23600000,14,663,51400000,0
2,0,1,2100000,8100000,4,592,15100000,0
3,1,0,7600000,26300000,18,580,64300000,0
1,0,0,8200000,17500000,4,609,41900000,0
3,1,1,9200000,23200000,8,380,53600000,1
3,0,0,3800000,12100000,20,364,23800000,1
1,0,0,3200000,8900000,12,866,18100000,0
4,1,0,9700000,31700000,10,342,49500000,1
5,0,0,4700000,14400000,16,884,27400000,0
4,0,1,3800000,12500000,18,859,19400000,0
4,0,0,400000,1000000,20,692,2700000,0
4,1,1,3200000,6800000,16,675,20700000,0
5,0,1,3900000,12700000,8,886,29600000,0
1,0,1,3500000,13100000,10,477,20000000,1
2,0,0,2200000,8300000,6,596,18000000,0
4,1,0,6400000,19700000,20,400,34700000,1
3,0,0,9100000,19900000,2,711,57400000,0
0,1,1,3300000,8900000,2,418,23200000,1
3,0,0,7800000,21800000,8,517,41400000,1
0,1,1,6200000,16200000,6,508,36400000,1
3,1,1,7000000,26100000,18,689,49300000,0
0,0,0,9200000,28200000,12,455,66200000,1
5,1,1,7500000,20800000,6,617,41800000,0
2,0,0,5300000,13200000,10,500,37800000,1
5,1,1,6800000,22800000,14,382,45800000,1
1,1,0,7900000,20800000,18,538,60200000,1
0,1,1,6200000,14900000,8,855,29500000,0
1,0,0,1000000,3000000,18,614,7900000,0
2,0,1,7800000,25400000,10,513,56000000,1
5,0,1,3000000,8800000,14,402,23700000,1
5,0,1,5700000,15000000,20,819,42800000,0
4,1,0,6600000,25400000,12,622,40100000,0
4,0,1,7100000,18200000,4,790,39800000,0
3,0,1,1300000,4800000,14,808,11700000,0
2,1,0,5200000,16800000,18,369,37800000,1
3,0,0,5600000,20300000,4,330,40700000,0
2,0,0,7100000,16500000,14,857,41100000,0
2,0,0,5100000,19100000,8,457,42300000,1
3,1,1,7600000,29300000,8,843,58500000,0
0,0,1,2500000,5400000,6,463,15400000,1
3,0,0,6900000,22800000,16,582,47800000,0
0,0,0,3100000,6500000,2,391,16200000,1
2,0,1,9700000,35100000,20,612,71600000,0
0,1,1,5800000,12600000,2,859,43900000,0
4,1,0,7600000,18600000,18,779,39900000,0
5,1,0,700000,2800000,2,561,4000000,0
3,0,0,2300000,5600000,18,420,10700000,1
3,1,0,1600000,3300000,8,609,11600000,0
4,1,0,8100000,19300000,14,821,59100000,0
1,0,0,7700000,17100000,14,603,60600000,0
4,0,0,1500000,3400000,10,778,10300000,0
3,1,0,7400000,23500000,2,460,67900000,0
4,1,1,8900000,27100000,18,363,55500000,1
0,0,0,2400000,5300000,16,482,20700000,1
5,0,0,5600000,20300000,4,772,37800000,0
4,0,0,5900000,14400000,6,745,39900000,0
1,0,0,1600000,3300000,2,513,8500000,1
5,1,0,1100000,4000000,2,362,7700000,0
2,0,1,6600000,25600000,6,740,40900000,0
3,0,0,8900000,24400000,10,774,56000000,0
1,0,1,6400000,16400000,20,555,36000000,0
4,1,1,8200000,17300000,12,588,36400000,0
1,0,0,500000,1300000,14,619,4100000,0
0,0,0,9700000,31600000,18,607,72100000,0
3,1,1,7100000,16700000,4,435,41800000,1
4,1,1,1400000,3400000,14,835,9400000,0
1,1,0,7200000,28100000,14,767,51900000,0
1,0,1,8400000,26200000,14,643,55700000,0
4,1,0,4300000,13900000,2,894,22100000,0
0,1,1,8800000,29800000,8,343,70400000,1
4,1,0,4000000,15100000,8,800,32200000,0
3,1,1,6900000,17900000,18,494,43000000,1
4,0,0,9600000,33000000,14,336,49300000,1
2,1,0,6900000,16500000,16,785,58900000,0
1,1,1,3600000,13400000,16,732,22500000,0
2,1,0,1900000,4600000,12,587,10200000,0
3,1,1,9700000,30800000,18,471,64200000,1
2,1,0,1200000,4100000,8,497,8400000,1
1,1,0,400000,1600000,16,784,2300000,0
2,0,0,6600000,21500000,18,471,45400000,1
2,0,0,1500000,3300000,4,763,7600000,0
4,1,0,3500000,9500000,2,655,29000000,0
3,1,1,4000000,8600000,4,667,36600000,0
3,1,0,4100000,14100000,8,367,15900000,1
4,0,0,5800000,18500000,16,436,30500000,1
4,0,1,8600000,23300000,12,785,50600000,0
2,0,0,4500000,11400000,10,388,31800000,1
2,0,1,9900000,37300000,8,385,43100000,1
1,1,1,3200000,8100000,10,670,24000000,0
5,0,1,8900000,19100000,20,329,64200000,1
5,1,1,2100000,4900000,12,651,12500000,0
1,0,0,7100000,26000000,16,727,41600000,0
2,0,1,7800000,28900000,14,646,32300000,0
3,1,1,8600000,23200000,12,894,69700000,0
3,0,1,5100000,17000000,10,477,25000000,1
5,1,0,600000,2000000,20,811,3200000,0
0,0,1,6600000,21200000,18,377,34900000,1
0,1,1,4700000,17000000,18,802,25700000,0
2,0,1,7700000,19700000,14,885,64500000,0
4,0,1,6400000,21900000,6,437,45700000,1
2,0,0,1100000,2500000,20,615,8100000,0
2,1,0,8900000,17800000,20,603,63000000,0
0,1,1,2100000,8300000,20,765,13300000,0
4,1,1,2300000,5800000,8,469,20600000,1
3,0,0,8300000,17700000,16,848,36200000,0
4,0,0,900000,2700000,20,327,5000000,1
3,1,1,9200000,35000000,4,716,56300000,0
3,0,0,9800000,28300000,2,715,67100000,0
0,1,0,200000,600000,12,683,1000000,0
2,1,1,3200000,9700000,6,737,23100000,0
5,1,0,7800000,27000000,6,728,43400000,0
1,0,0,8300000,30000000,18,350,56800000,1
1,0,1,2100000,5200000,14,802,9600000,0
5,1,1,400000,1400000,4,483,2700000,0
3,0,1,7700000,21800000,18,684,21800000,0
4,0,1,5600000,16500000,20,692,47700000,0
0,0,0,8400000,31000000,4,783,69800000,0
3,0,1,1300000,4300000,18,412,7900000,1
0,1,0,8700000,30200000,10,447,63300000,1
0,1,0,2700000,8400000,14,610,11700000,0
5,0,1,800000,1800000,8,881,4400000,0
5,0,1,3800000,10300000,16,606,22200000,0
5,0,1,700000,2600000,2,869,3500000,0
4,0,1,400000,1400000,2,496,2100000,0
1,0,1,3200000,9300000,6,483,20000000,1
3,0,0,7500000,22200000,8,741,42100000,0
2,1,0,3700000,13500000,4,820,25600000,0
5,0,0,3300000,9100000,18,697,24500000,0
1,0,1,200000,500000,20,713,800000,0
1,1,0,7100000,17000000,6,754,35400000,0
3,1,1,1500000,5100000,14,837,9800000,0
0,1,0,3000000,6500000,2,691,23700000,0
3,0,1,1900000,5300000,12,436,13400000,1
0,1,0,9100000,30100000,8,322,60400000,1
0,1,0,2200000,7500000,2,333,11700000,0
0,1,1,8400000,23000000,14,455,53000000,1
1,0,1,400000,700000,10,787,3300000,0
2,0,1,5600000,15800000,16,748,38400000,0
5,1,1,8200000,27100000,4,643,48500000,0
0,1,1,1600000,3400000,8,867,8200000,0
3,1,0,1800000,5600000,20,860,8800000,0
5,1,1,6500000,23900000,2,507,34600000,0
1,0,1,3100000,11500000,4,871,14600000,0
3,1,0,3100000,9800000,12,820,26900000,0
4,0,1,5300000,14500000,4,352,31500000,1
4,0,0,1100000,4000000,14,887,9700000,0
1,0,1,6000000,13400000,12,731,33800000,0
0,0,1,6100000,14600000,18,645,42300000,0
3,1,0,4100000,14100000,10,300,20300000,1
5,0,1,7000000,26200000,12,896,49000000,0
0,1,1,8900000,27700000,6,372,72900000,1
4,0,0,4800000,12000000,6,441,31100000,1
3,0,1,7400000,18300000,4,348,54600000,1
0,0,0,9700000,27500000,18,343,58100000,1
5,0,1,9700000,22600000,16,346,76200000,1
0,1,1,4500000,11500000,14,509,37000000,1
5,0,0,8800000,29300000,10,560,71700000,0
3,0,1,3000000,7500000,6,881,14300000,0
5,0,0,1300000,3000000,20,540,8400000,1
3,0,0,5000000,12700000,14,865,38600000,0
5,0,1,1000000,2300000,12,317,7400000,1
0,1,1,3300000,11300000,20,559,20000000,0
2,1,0,6500000,23900000,18,457,39000000,1
1,1,0,4100000,12800000,8,780,28800000,0
1,0,0,9200000,29700000,10,607,77300000,0
